compound,lap_age,track_temp,degradation_percent,lap_time_loss
Soft,35,25.3,100.0,4.238
Hard,37,24.7,13.3,0.609
Hard,13,47.1,4.99,0.202
Medium,23,53.7,46.33,2.084
Medium,39,23.6,60.4,2.963
Soft,13,54.3,100.0,3.907
Medium,0,54.9,0.0,0.0
Hard,45,43.3,19.27,0.815
Hard,22,44.2,9.21,0.385
Soft,6,31.1,23.77,1.066
Hard,45,23.4,14.7,0.614
Hard,22,45.3,8.38,0.383
Soft,36,51.0,100.0,4.437
Soft,1,53.2,3.97,0.17
Hard,18,39.6,6.1,0.314
Medium,10,48.8,18.24,0.783
Soft,6,29.6,22.23,0.924
Hard,1,16.3,0.29,0.013
Hard,5,51.8,1.98,0.095
Medium,24,29.0,35.09,1.677
Hard,29,25.7,9.8,0.461
Hard,17,20.3,5.49,0.216
Medium,20,46.6,35.26,1.682
Soft,7,23.7,18.94,0.951
Medium,41,17.8,52.19,2.569
Hard,20,48.3,7.54,0.358
Soft,41,20.4,100.0,5.004
Medium,14,26.0,15.87,0.783
Medium,18,26.1,24.93,1.04
Soft,31,34.8,100.0,4.794
Hard,23,26.3,7.36,0.283
Hard,23,40.4,8.41,0.421
Hard,21,38.8,8.22,0.327
Medium,39,52.7,100.0,4.632
Soft,0,30.8,0.0,0.0
Soft,8,29.8,31.73,1.588
Medium,26,15.8,26.81,1.224
Medium,0,27.8,0.0,0.0
Hard,23,20.5,7.75,0.366
Hard,33,48.0,12.55,0.586
Hard,17,41.4,6.15,0.305
Soft,25,27.5,100.0,3.898
Medium,15,46.1,29.48,1.421
Soft,15,16.2,23.87,0.958
Soft,33,24.3,100.0,4.115
Hard,38,25.9,13.85,0.537
Medium,9,34.3,11.54,0.587
Hard,44,51.7,19.13,0.796
Soft,3,51.5,15.82,0.609
Hard,9,30.8,2.8,0.116
Hard,15,20.2,4.45,0.2
Hard,31,33.4,11.27,0.543
Medium,40,15.3,47.43,2.342
Hard,33,18.7,10.91,0.554
Medium,6,24.4,6.34,0.282
Hard,38,43.3,14.78,0.567
Hard,1,31.0,0.32,0.014
Medium,35,29.6,60.64,2.95
Hard,19,26.3,6.96,0.332
Soft,11,32.2,52.61,2.677
Soft,23,48.6,100.0,4.533
Medium,20,21.0,22.16,0.873
Medium,7,42.6,10.4,0.496
Hard,23,49.0,9.73,0.5
Soft,44,25.5,100.0,4.453
Medium,20,24.9,24.74,0.978
Soft,12,15.6,17.23,0.885
Soft,23,53.5,100.0,4.442
Medium,7,24.7,7.51,0.354
Medium,25,47.0,51.45,2.599
Soft,37,27.9,100.0,4.27
Hard,5,40.6,1.75,0.089
Soft,35,50.7,100.0,4.708
Hard,31,38.2,12.72,0.541
Medium,23,37.5,43.09,1.716
Soft,24,19.4,74.19,3.525
Hard,5,17.6,1.42,0.064
Medium,13,15.3,11.86,0.528
Soft,11,41.3,79.72,4.031
Hard,38,16.7,12.08,0.544
Hard,44,30.2,15.61,0.805
Soft,26,54.5,100.0,4.0
Hard,1,34.9,0.29,0.012
Hard,40,19.6,12.33,0.588
Medium,45,53.2,100.0,4.687
Hard,18,27.1,5.94,0.299
Soft,43,31.9,100.0,5.059
Hard,21,46.8,8.9,0.399
Soft,38,29.5,100.0,4.186
Hard,24,25.1,8.91,0.433
Soft,12,39.4,84.85,3.744
Soft,6,42.0,36.28,1.568
Hard,16,20.1,4.64,0.191
Soft,35,15.1,66.94,2.815
Soft,20,31.7,100.0,3.885
Medium,31,53.3,76.79,3.092
Medium,28,51.5,60.8,2.913
Medium,12,49.3,23.4,1.03
Hard,45,22.8,13.9,0.572
Soft,23,24.2,100.0,4.605
Soft,40,19.7,100.0,4.651
Medium,15,46.7,29.46,1.312
Soft,23,41.8,100.0,4.914
Hard,33,42.8,13.84,0.556
Hard,39,51.6,17.55,0.766
Hard,13,21.9,4.52,0.173
Hard,9,28.9,3.07,0.124
Soft,12,35.3,68.15,2.837
Soft,34,46.0,100.0,4.943
Hard,15,47.2,5.8,0.284
Soft,32,34.5,100.0,4.054
Hard,30,41.1,12.26,0.582
Soft,12,21.1,33.86,1.375
Medium,30,36.6,53.53,2.663
Medium,25,39.4,46.87,1.826
Soft,42,15.4,86.82,4.232
Medium,6,26.6,6.9,0.299
Hard,7,42.8,2.65,0.112
Soft,44,34.2,100.0,5.063
Hard,37,48.5,14.25,0.683
Hard,5,31.2,1.64,0.085
Soft,24,18.1,65.38,2.514
Hard,43,51.9,17.9,0.874
Hard,15,16.0,4.31,0.195
Medium,29,44.8,59.24,2.768
Soft,26,18.1,70.23,3.02
Hard,10,42.2,3.42,0.146
Soft,32,21.1,100.0,4.268
Hard,12,51.9,4.41,0.171
Medium,19,46.6,34.59,1.774
Medium,38,23.8,59.53,2.494
Medium,2,34.3,2.12,0.099
Soft,12,53.3,100.0,4.207
Medium,28,51.4,56.91,2.313
Medium,34,49.4,77.6,3.455
Soft,6,34.9,29.09,1.227
Soft,34,28.8,100.0,4.301
Hard,42,30.2,15.32,0.74
Medium,43,36.4,76.01,3.781
Medium,12,18.5,12.89,0.618
Soft,37,38.4,100.0,4.994
Hard,33,28.3,10.79,0.546
Hard,29,41.1,12.31,0.602
Soft,40,53.7,100.0,4.709
Hard,8,38.8,3.03,0.116
Medium,11,24.0,13.55,0.537
Soft,42,46.8,100.0,4.821
Soft,37,49.6,100.0,4.014
Medium,23,46.2,44.27,1.887
Hard,28,42.2,10.87,0.504
Hard,18,17.8,6.11,0.302
Medium,13,16.6,11.77,0.477
Soft,37,20.9,100.0,4.307
Medium,22,47.0,42.62,1.997
Soft,23,50.5,100.0,4.524
Soft,35,28.9,100.0,4.574
Soft,28,46.9,100.0,4.349
Hard,18,17.6,6.02,0.279
Soft,36,54.9,100.0,4.748
Hard,1,22.4,0.26,0.012
Hard,17,46.3,7.21,0.365
Soft,9,45.6,63.1,2.714
Hard,20,18.4,6.45,0.269
Soft,34,38.3,100.0,4.605
Soft,45,43.4,100.0,4.475
Hard,3,33.8,1.06,0.044
Medium,14,31.4,20.84,0.913
Medium,42,54.6,100.0,5.071
Hard,11,20.1,3.64,0.14
Medium,3,48.5,4.22,0.177
Hard,26,28.9,8.46,0.386
Soft,11,25.5,40.58,1.932
Hard,24,53.8,10.66,0.508
Medium,16,38.4,28.25,1.29
Hard,28,46.8,10.16,0.437
Soft,27,32.5,100.0,4.144
Soft,41,24.2,100.0,4.666
Soft,28,51.9,100.0,4.001
Hard,44,22.7,16.09,0.745
Medium,34,48.9,69.36,3.383
Medium,41,54.2,100.0,3.963
Soft,17,24.7,67.74,3.003
Hard,25,18.1,8.55,0.347
Hard,23,17.7,7.68,0.323
Soft,45,53.3,100.0,3.861
Hard,9,20.1,2.71,0.129
Medium,0,37.8,0.0,0.0
Soft,11,44.9,97.83,4.879
Medium,15,49.8,27.18,1.08
Medium,30,52.1,67.1,2.679
Hard,39,42.6,14.64,0.727
Hard,27,46.7,9.85,0.501
Medium,44,43.7,100.0,3.967
Hard,3,24.3,0.89,0.038
Soft,0,22.4,0.0,0.0
Hard,10,42.6,3.48,0.155
Hard,43,21.1,15.29,0.634
Hard,7,42.8,2.31,0.096
Hard,4,53.8,1.42,0.066
Hard,7,51.3,2.71,0.115
Hard,34,52.1,14.15,0.703
Soft,20,44.5,100.0,4.421
Soft,34,22.9,100.0,4.353
Medium,2,41.2,2.35,0.099
Hard,34,49.9,14.78,0.707
Medium,0,53.1,0.0,0.0
Soft,40,20.8,100.0,5.078
Hard,40,16.6,11.87,0.49
Hard,23,41.1,7.98,0.343
Soft,42,31.6,100.0,3.896
Medium,14,30.4,18.43,0.903
Soft,32,23.3,100.0,5.152
Soft,9,22.9,25.96,1.142
Hard,10,22.7,3.2,0.148
Soft,26,33.7,100.0,4.629
Hard,37,35.7,14.66,0.652
Medium,24,20.0,26.95,1.082
Soft,4,24.2,8.47,0.421
Hard,2,25.8,0.56,0.023
Hard,4,27.1,1.16,0.06
Soft,17,35.1,100.0,4.199
Medium,6,41.0,9.15,0.454
Hard,39,40.8,16.1,0.632
Hard,36,47.1,14.37,0.683
Hard,33,18.0,9.6,0.367
Soft,13,36.8,82.69,3.325
Medium,2,49.2,2.72,0.133
Soft,14,24.1,54.43,2.114
Soft,36,48.4,100.0,5.084
Hard,42,48.7,18.46,0.918
Hard,24,42.5,8.9,0.351
Hard,31,40.3,12.14,0.565
Hard,20,44.9,8.52,0.432
Soft,27,22.0,100.0,4.339
Medium,6,18.6,4.92,0.236
Medium,6,16.4,4.83,0.22
Hard,21,35.4,7.72,0.319
Soft,33,47.3,100.0,4.332
Hard,42,33.4,14.52,0.7
Hard,44,39.9,16.22,0.737
Soft,15,19.8,38.61,1.562
Hard,3,32.3,0.98,0.047
Soft,7,54.6,56.18,2.796
Medium,33,36.5,61.07,3.032
Soft,1,45.2,2.9,0.123
Medium,13,31.0,17.14,0.795
Soft,29,20.8,100.0,4.114
Hard,37,51.5,15.37,0.636
Soft,19,54.1,100.0,5.081
Medium,19,41.9,35.25,1.616
Soft,35,53.3,100.0,4.237
Hard,9,42.6,3.23,0.16
Medium,10,28.6,13.1,0.539
Soft,2,42.9,7.64,0.305
Medium,41,52.9,100.0,4.264
Soft,11,28.7,51.45,2.409
Soft,3,33.8,9.08,0.364
Hard,20,44.1,8.31,0.339
Medium,1,46.6,1.06,0.049
Hard,36,40.0,14.73,0.584
Soft,23,23.0,87.88,3.466
Soft,37,39.9,100.0,4.705
Medium,25,20.6,33.09,1.329
Medium,40,42.0,83.9,3.488
Medium,0,45.1,0.0,0.0
Medium,6,40.1,8.54,0.328
Medium,33,54.7,83.65,4.253
Medium,37,23.6,49.73,2.298
Hard,12,30.6,4.26,0.21
Soft,24,48.3,100.0,4.411
Hard,14,47.5,5.61,0.268
Hard,22,42.2,8.29,0.332
Soft,32,42.2,100.0,4.881
Hard,35,28.8,13.41,0.617
Medium,32,48.8,72.91,3.463
Soft,16,29.2,82.79,4.143
Soft,39,51.6,100.0,4.233
Hard,38,34.9,14.53,0.747
Soft,18,35.5,100.0,4.671
Medium,7,47.2,11.24,0.546
Soft,11,41.3,79.24,3.817
Medium,16,16.7,16.32,0.812
Soft,6,46.4,41.66,1.677
Medium,42,50.2,100.0,4.44
Soft,34,23.6,100.0,4.034
Hard,31,40.3,11.75,0.569
Soft,11,44.6,85.6,4.344
Medium,33,48.8,68.24,2.911
Hard,19,47.3,7.75,0.387
Medium,19,29.1,27.99,1.215
Medium,5,47.0,8.0,0.32
Soft,26,24.4,100.0,4.738
Soft,23,52.9,100.0,4.08
Medium,21,51.3,44.13,2.245
Hard,45,18.1,13.71,0.646
Soft,29,41.3,100.0,4.459
Medium,1,54.2,1.29,0.051
Hard,40,54.5,17.6,0.826
Hard,8,37.1,2.92,0.113
Hard,17,21.6,5.43,0.272
Hard,21,19.6,6.4,0.248
Soft,23,47.1,100.0,4.902
Soft,44,23.1,100.0,4.245
Medium,11,51.9,21.12,1.04
Soft,42,46.2,100.0,4.792
Soft,21,43.7,100.0,5.078
Medium,14,35.2,20.46,0.918
Soft,13,31.7,69.8,3.345
Medium,24,31.0,36.39,1.404
Soft,23,39.4,100.0,4.878
Hard,14,19.1,4.2,0.19
Medium,27,26.2,40.44,1.702
Soft,39,30.5,100.0,4.042
Soft,2,33.8,6.19,0.309
Soft,11,49.3,96.31,4.063
Hard,40,21.1,13.67,0.658
Hard,4,26.3,1.29,0.064
Soft,39,42.9,100.0,4.485
Hard,11,18.7,3.17,0.126
Hard,34,42.4,12.86,0.611
Medium,42,36.1,85.22,4.409
Hard,10,18.6,3.35,0.162
Medium,40,34.7,76.14,3.828
Soft,3,15.2,2.02,0.081
Soft,9,32.4,42.46,1.82
Hard,7,19.3,2.06,0.095
Soft,5,36.2,21.32,1.078
Soft,12,36.7,72.08,3.218
Medium,15,41.9,26.66,1.07
Soft,12,46.6,100.0,4.858
Soft,20,27.8,100.0,4.826
Hard,18,42.0,6.5,0.321
Medium,11,25.1,11.89,0.588
Hard,11,31.7,3.5,0.17
Soft,22,24.0,88.26,4.095
Soft,45,27.0,100.0,4.291
Hard,19,54.8,8.45,0.405
Soft,38,21.9,100.0,5.044
Hard,7,39.3,2.51,0.118
Hard,22,48.9,8.05,0.329
Medium,2,43.6,2.5,0.113
Medium,44,45.6,100.0,4.227
Hard,29,47.4,12.0,0.583
Soft,36,54.5,100.0,4.459
Soft,36,17.6,94.52,4.3
Hard,5,51.8,1.79,0.091
Hard,17,50.1,7.03,0.303
Medium,11,40.1,18.23,0.789
Hard,45,25.5,16.12,0.732
Medium,30,18.8,40.42,2.074
Medium,42,44.8,96.73,4.273
Soft,30,26.8,100.0,3.946
Soft,0,33.2,0.0,0.0
Soft,41,17.4,100.0,4.052
Soft,9,36.4,54.65,2.447
Medium,3,24.8,2.61,0.1
Hard,31,47.3,12.83,0.609
Hard,8,40.6,2.91,0.122
Hard,28,22.5,9.13,0.412
Hard,12,39.2,4.12,0.201
Soft,26,51.3,100.0,4.104
Medium,18,25.0,21.86,0.948
Hard,25,30.0,8.56,0.346
Medium,22,19.0,23.14,1.147
Hard,40,48.8,17.52,0.672
Soft,9,16.0,12.55,0.635
Medium,20,36.2,32.78,1.431
Medium,1,24.1,0.74,0.035
Medium,18,43.3,32.9,1.443
Medium,10,31.8,13.04,0.526
Medium,45,33.8,77.15,3.292
Medium,23,36.7,39.84,1.608
Medium,30,45.8,61.25,2.594
Hard,32,15.8,10.45,0.489
Hard,23,34.2,8.72,0.361
Soft,8,37.6,46.71,2.005
Soft,17,17.6,34.17,1.623
Soft,14,46.3,100.0,4.555
Soft,13,48.2,100.0,4.426
Medium,2,23.5,1.61,0.063
Medium,13,31.0,17.24,0.676
Medium,33,43.7,69.04,3.393
Hard,37,54.0,14.33,0.632
Hard,40,34.1,14.14,0.722
Soft,25,42.3,100.0,4.746
Soft,44,53.6,100.0,3.855
Hard,0,32.2,0.0,0.0
Soft,28,23.7,100.0,4.348
Hard,29,36.9,11.4,0.463
Hard,28,30.3,9.66,0.391
Hard,1,15.7,0.24,0.01
Soft,18,52.4,100.0,4.895
Hard,28,30.2,9.69,0.394
Hard,32,33.7,12.11,0.506
Medium,30,16.8,37.64,1.57
Soft,35,15.7,76.58,3.187
Soft,8,53.7,72.83,2.83
Soft,18,27.9,91.74,4.375
Soft,36,36.5,100.0,5.029
Soft,40,15.8,95.6,3.664
Medium,1,50.6,1.03,0.048
Medium,25,43.0,49.91,2.087
Soft,9,36.1,55.29,2.215
Soft,41,21.5,100.0,4.949
Hard,10,39.4,3.9,0.15
Soft,0,49.0,0.0,0.0
Soft,14,41.1,100.0,4.56
Soft,34,47.9,100.0,5.109
Hard,40,40.7,16.53,0.641
Soft,35,51.9,100.0,4.687
Soft,15,54.9,100.0,4.616
Hard,43,32.2,17.23,0.805
Medium,13,52.1,26.03,1.333
Soft,27,27.9,100.0,4.789
Hard,7,50.0,2.51,0.1
Hard,0,44.4,0.0,0.0
Soft,44,21.8,100.0,4.075
Hard,17,47.1,6.62,0.255
Medium,11,26.7,14.35,0.656
Medium,24,42.6,45.72,1.827
Soft,19,17.2,41.85,2.073
Hard,35,40.6,14.4,0.565
Medium,27,22.5,34.32,1.483
Hard,37,25.4,13.03,0.656
Medium,7,26.7,8.44,0.335
Soft,27,17.1,66.85,3.001
Soft,10,38.5,68.13,3.186
Hard,6,35.3,1.85,0.076
Medium,28,51.9,56.5,2.212
Medium,7,29.6,7.38,0.298
Hard,3,27.9,0.89,0.042
Hard,40,28.5,15.26,0.757
Hard,40,22.3,12.93,0.64
Soft,8,19.1,15.0,0.733
Soft,19,25.8,81.59,3.153
Medium,29,15.6,30.58,1.522
Medium,8,17.3,6.63,0.256
Hard,23,18.6,6.93,0.312
Hard,38,17.6,13.32,0.664
Hard,23,40.3,8.61,0.421
Medium,14,43.5,23.0,1.02
Hard,16,42.6,6.44,0.31
Medium,30,25.0,43.02,1.816
Medium,30,47.9,61.03,2.63
Soft,1,22.6,1.06,0.052
Hard,17,37.0,5.96,0.25
Hard,16,30.7,5.15,0.245
Hard,8,31.0,2.92,0.144
Soft,35,53.5,100.0,4.877
Soft,32,43.2,100.0,5.125
Soft,45,36.5,100.0,4.168
Medium,15,28.5,18.4,0.785
Soft,33,39.1,100.0,4.029
Soft,15,39.6,100.0,4.875
Medium,16,50.7,28.43,1.198
Medium,22,51.3,47.71,2.209
Medium,19,33.2,29.75,1.173
Medium,2,24.4,1.56,0.06
Hard,20,47.6,8.64,0.422
Hard,27,47.3,11.75,0.607
Medium,7,17.9,6.09,0.307
Medium,44,24.0,69.66,3.112
Medium,9,20.2,9.49,0.393
Medium,8,43.9,13.11,0.536
Soft,32,54.0,100.0,4.616
Hard,32,25.8,11.03,0.484
Soft,2,15.9,1.43,0.071
Medium,32,42.4,61.54,2.897
Hard,25,37.6,8.68,0.416
Soft,28,46.2,100.0,4.261
Soft,20,33.9,100.0,4.259
Medium,28,30.7,46.26,2.272
Soft,41,18.0,100.0,4.111
Soft,34,21.2,100.0,4.169
Hard,4,42.4,1.52,0.075
Soft,5,54.8,34.54,1.334
Hard,6,36.9,1.87,0.091
Hard,23,39.9,7.93,0.389
Soft,9,24.9,28.92,1.228
Medium,19,22.7,23.11,0.99
Soft,27,18.8,85.79,4.051
Hard,43,18.1,13.33,0.61
Hard,1,16.9,0.25,0.01
Medium,31,27.6,47.89,2.169
Soft,44,54.9,100.0,4.162
Soft,7,35.9,37.78,1.62
Hard,24,25.4,7.99,0.318
Medium,28,52.9,69.42,2.865
Soft,1,54.0,4.13,0.191
Soft,16,42.8,100.0,5.008
Medium,9,20.8,9.01,0.452
Soft,23,16.9,46.25,2.176
Soft,45,46.9,100.0,3.834
Hard,5,31.9,1.79,0.083
Hard,28,47.8,12.35,0.509
Medium,16,54.6,32.33,1.284
Medium,13,43.3,21.98,0.908
Hard,5,26.0,1.52,0.063
Hard,9,42.2,3.43,0.142
Soft,35,42.2,100.0,4.532
Soft,17,16.5,32.24,1.451
Hard,27,49.8,12.02,0.543
Soft,1,16.6,0.63,0.029
Medium,41,33.2,74.55,3.214
Medium,26,23.9,37.71,1.587
Medium,28,41.7,56.64,2.338
Soft,30,30.4,100.0,4.212
Medium,22,44.0,41.74,2.075
Soft,42,41.5,100.0,4.099
Medium,38,18.6,46.89,2.249
Soft,38,19.3,100.0,5.162
Soft,35,34.6,100.0,5.139
Medium,4,54.7,6.52,0.276
Medium,42,16.3,47.12,2.093
Soft,28,31.2,100.0,4.065
Soft,45,26.0,100.0,4.233
Medium,18,41.5,29.72,1.39
Medium,37,39.9,75.39,3.089
Hard,12,18.1,3.86,0.181
Hard,4,47.2,1.53,0.072
Medium,6,45.0,8.72,0.38
Hard,13,45.6,5.2,0.209
Medium,43,51.5,100.0,4.125
Soft,27,27.4,100.0,3.826
Medium,19,35.3,28.48,1.214
Hard,28,39.9,11.11,0.503
Medium,8,43.3,11.78,0.573
Medium,44,33.6,82.27,3.484
Hard,30,41.5,11.32,0.537
Soft,12,38.4,86.32,3.332
Hard,29,48.7,11.84,0.48
Soft,40,40.5,100.0,4.58
Soft,23,28.9,100.0,4.797
Soft,9,34.4,46.16,2.309
Soft,10,49.3,92.98,3.597
Hard,17,31.8,6.37,0.267
Medium,19,51.4,41.9,2.134
Medium,4,41.3,4.76,0.236
Soft,11,19.2,24.99,1.113
Soft,25,17.0,61.65,2.369
Hard,39,54.5,16.73,0.676
Medium,45,36.4,79.9,3.597
Medium,16,37.0,26.67,1.344
Hard,5,30.7,1.63,0.082
Medium,6,20.0,5.15,0.24
Medium,35,26.5,48.25,1.998
Medium,38,17.9,51.66,2.628
Soft,27,33.9,100.0,4.008
Medium,18,21.3,22.22,1.112
Hard,20,39.8,7.38,0.324
Hard,42,16.1,12.91,0.573
Soft,32,25.3,100.0,4.36
Soft,0,49.0,0.0,0.0
Medium,8,51.3,14.96,0.693
Medium,6,53.9,11.1,0.552
Medium,35,26.5,56.8,2.333
Medium,1,41.7,1.05,0.048
Soft,31,22.8,100.0,4.157
Medium,43,15.2,51.42,2.032
Soft,39,16.2,86.12,4.224
Hard,31,27.3,10.59,0.48
Medium,12,43.6,20.21,0.821
Hard,32,20.6,9.59,0.45
Hard,15,46.3,5.91,0.277
Medium,39,15.4,41.67,2.078
Soft,21,53.4,100.0,4.907
Hard,24,24.3,8.37,0.409
Hard,45,54.4,18.95,0.876
Hard,45,33.0,18.07,0.812
Soft,28,40.7,100.0,3.983
Hard,16,54.1,6.49,0.312
Soft,29,19.5,91.2,3.885
Soft,45,32.7,100.0,4.53
Hard,25,26.1,8.08,0.413
Hard,18,54.4,7.8,0.37
Hard,43,53.7,18.93,0.782
Soft,41,49.6,100.0,3.828
Medium,42,24.0,63.36,2.767
Medium,21,25.9,25.59,1.307
Medium,29,51.4,59.36,2.847
Hard,26,38.7,9.58,0.463
Hard,22,22.4,7.02,0.315
Soft,39,17.7,100.0,5.166
Medium,40,52.7,99.01,4.177
Medium,42,37.8,83.3,4.193
Hard,24,22.4,8.2,0.355
Hard,9,16.6,2.47,0.113
Medium,11,34.1,14.33,0.633
Soft,31,38.7,100.0,4.437
Medium,9,28.1,10.91,0.419
Soft,17,36.1,100.0,4.115
Soft,13,27.7,56.46,2.562
Soft,33,42.5,100.0,4.189
Hard,8,26.2,2.71,0.114
Medium,7,22.4,6.96,0.292
Hard,25,18.9,8.51,0.338
Hard,4,48.0,1.55,0.068
Medium,5,17.4,4.05,0.191
Soft,15,45.9,100.0,4.172
Hard,40,26.7,13.45,0.571
Soft,34,36.7,100.0,4.234
Medium,17,52.5,33.7,1.491
Hard,34,49.3,14.05,0.631
Hard,30,49.2,12.29,0.55
Hard,9,34.9,2.85,0.109
Medium,19,38.7,35.15,1.788
Medium,0,36.8,0.0,0.0
Soft,44,51.0,100.0,4.822
Medium,43,42.7,100.0,4.937
Hard,12,26.7,3.97,0.191
Soft,36,23.9,100.0,5.04
Medium,9,22.8,10.2,0.434
Medium,22,45.8,43.67,2.203
Hard,29,42.8,10.84,0.537
Medium,15,41.4,25.87,1.057
Hard,9,42.1,3.25,0.148
Medium,24,36.5,38.06,1.592
Hard,8,29.3,2.79,0.124
Medium,5,15.4,3.73,0.161
Soft,19,33.0,100.0,4.232
Hard,30,26.1,10.28,0.462
Soft,22,31.4,100.0,3.948
Hard,0,23.5,0.0,0.0
Hard,31,35.9,12.28,0.525
Soft,35,43.6,100.0,4.364
Hard,4,15.9,1.17,0.055
Hard,19,45.4,7.06,0.358
Hard,15,19.3,4.79,0.227
Hard,15,17.4,4.31,0.201
Soft,44,25.9,100.0,4.393
Medium,44,33.1,78.99,3.826
Hard,25,45.7,9.83,0.422
Soft,4,50.9,25.8,1.039
Soft,21,38.3,100.0,4.41
Medium,43,46.5,93.99,4.049
Medium,7,16.4,6.24,0.318
Medium,14,54.9,31.2,1.406
Soft,18,21.8,63.44,2.527
Medium,12,40.8,19.91,0.838
Soft,17,29.7,99.16,4.798
Medium,17,50.7,32.03,1.512
Soft,35,40.8,100.0,4.691
Soft,20,47.6,100.0,5.081
Medium,40,30.2,73.09,3.005
Soft,42,27.1,100.0,5.139
Hard,11,15.8,3.55,0.163
Medium,15,49.4,30.72,1.183
Hard,20,53.1,8.9,0.383
Soft,31,42.7,100.0,4.022
Hard,36,31.0,11.82,0.48
Medium,31,29.2,53.07,2.526
Soft,27,24.7,100.0,4.758
Soft,34,23.2,100.0,4.246
Soft,8,22.6,21.29,1.068
Soft,6,15.4,5.98,0.231
Hard,9,40.8,3.51,0.161
Hard,28,44.5,10.36,0.41
Hard,27,21.1,8.14,0.4
Soft,24,40.6,100.0,4.23
Soft,23,54.7,100.0,4.324
Hard,9,35.8,3.17,0.141
Soft,2,53.2,10.95,0.499
Soft,39,46.5,100.0,5.06
Hard,21,23.0,7.02,0.309
Hard,0,54.8,0.0,0.0
Medium,42,29.7,65.5,2.567
Soft,14,27.3,61.66,2.496
Soft,45,29.4,100.0,4.739
Hard,18,26.7,5.49,0.266
Soft,12,54.5,100.0,3.885
Soft,45,42.2,100.0,4.537
Medium,21,18.6,25.59,1.045
Hard,39,35.6,14.3,0.713
Hard,6,43.4,1.99,0.09
Soft,24,15.6,43.03,2.221
Hard,37,45.2,15.83,0.733
Medium,32,15.1,38.93,1.573
Medium,10,30.6,12.89,0.598
Hard,4,47.6,1.59,0.069
Medium,40,22.4,56.1,2.299
Hard,27,25.7,8.47,0.35
Medium,23,22.7,28.12,1.195
Hard,8,33.4,2.52,0.122
Hard,45,31.5,18.14,0.849
Hard,5,38.0,1.66,0.066
Hard,25,52.8,10.14,0.454
Hard,5,39.4,1.66,0.085
Medium,30,22.6,39.68,1.638
Hard,29,46.3,10.5,0.494
Medium,17,46.0,30.12,1.387
Medium,39,40.7,81.52,4.097
Medium,41,43.9,96.35,4.534
Soft,4,24.0,8.59,0.413
Soft,38,52.5,100.0,4.793
Medium,37,53.3,81.01,3.452
Soft,1,36.6,2.43,0.11
Soft,24,24.5,100.0,3.855
Hard,23,36.6,9.29,0.399
Hard,6,39.2,2.24,0.1
Medium,40,22.5,55.09,2.36
Medium,27,30.2,43.03,1.726
Medium,44,32.9,79.19,3.433
Medium,22,41.8,37.86,1.734
Medium,30,21.1,40.92,1.692
Hard,24,37.1,8.07,0.335
Medium,36,16.3,43.19,2.157
Hard,38,41.9,14.2,0.676
Hard,12,52.7,4.86,0.207
Soft,18,47.1,100.0,4.261
Soft,18,17.3,39.74,1.954
Medium,32,23.7,42.48,1.941
Hard,35,43.3,13.06,0.501
Medium,42,52.6,100.0,4.308
Hard,1,23.3,0.29,0.012
Hard,9,46.2,3.39,0.162
Medium,37,32.1,61.56,3.167
Medium,4,20.2,3.73,0.18
Soft,2,47.3,9.25,0.441
Medium,1,24.9,0.77,0.038
Medium,14,19.3,14.08,0.712
Hard,22,32.3,8.03,0.373
Hard,31,23.1,9.93,0.4
Medium,9,22.3,9.71,0.459
Soft,26,44.9,100.0,4.971
Medium,42,50.8,97.85,4.42
Medium,27,49.8,57.1,2.391
Medium,43,45.6,100.0,4.407
Hard,43,32.6,15.22,0.75
Medium,31,20.5,39.2,2.002
Hard,37,16.8,12.66,0.52
Hard,31,52.2,12.35,0.567
Hard,28,23.2,9.48,0.402
Soft,44,53.8,100.0,4.584
Soft,12,17.8,23.08,1.103
Medium,29,36.7,49.37,2.173
Hard,25,50.0,10.41,0.409
Medium,9,35.0,12.85,0.56
Hard,27,53.6,12.39,0.522
Hard,42,16.6,14.47,0.678
Soft,18,28.6,88.29,4.543
Soft,23,26.4,100.0,4.412
Soft,13,44.5,100.0,4.961
Hard,28,33.8,10.01,0.401
Hard,36,44.0,13.94,0.706
Hard,43,28.8,14.47,0.707
Hard,39,50.1,16.4,0.645
Medium,4,24.7,3.62,0.186
Medium,12,49.0,21.1,1.039
Medium,38,22.7,57.48,2.824
Soft,24,49.3,100.0,4.494
Medium,19,39.0,34.5,1.757
Hard,21,40.8,8.65,0.341
Medium,22,22.1,24.93,1.212
Hard,12,49.5,5.14,0.25
Medium,26,40.9,46.84,1.966
Medium,1,27.7,0.71,0.032
Hard,41,18.9,13.1,0.545
Medium,14,17.8,13.5,0.613
Soft,21,19.6,58.96,2.938
Soft,33,27.4,100.0,4.966
Medium,8,27.0,9.64,0.426
Soft,4,33.5,13.49,0.579
Hard,17,36.7,6.09,0.303
Hard,27,18.4,7.8,0.339
Hard,39,29.5,14.36,0.694
Medium,16,46.2,30.7,1.524
Hard,19,46.2,8.14,0.383
Soft,21,29.6,100.0,5.167
Soft,21,54.6,100.0,4.617
Medium,11,31.0,15.69,0.759
Medium,39,51.3,97.22,4.39
Medium,39,32.3,69.88,3.335
Soft,24,33.2,100.0,4.47
Soft,11,30.9,56.13,2.431
Soft,35,54.8,100.0,3.929
Medium,21,49.9,45.72,2.299
